func_name,deepseekv3.2_ires,deepseekv4-flash_ires,Qwen3-Coder-30B-A3B-Instruct_ires,gpt-5.4-mini_ires,Qwen3-32B_ires,gemini-3.1-flash-lite-preview_ires
XML.toXml,0.916356115,0.911505804,0.918637441,0.924071703,0.91996933,0.95990377
StringUtil2.breakTextAtWords,0.908948911,0.941468615,0.934986771,0.865857044,0.910460939,0.941073026
UnilateralSortMerger.endMarker,0.748765464,0.889999459,0.891344052,0.889919039,0.749006797,0.891188117
ResultUtil.filterResults,0.901960786,0.878499865,0.887926342,0.933549318,0.891261196,0.884544674
AbstractCache.incrementWordCount,0.861440374,0.834418601,0.831535554,0.824117745,0.861731503,0.846745879
DataNode.createDataNode,0.912855208,0.956337216,0.891235264,0.856941281,0.888534906,0.866871215
GradientToEdgeFeatures.discretizeDirection4,0.889122208,0.929281008,0.908801002,0.932832253,0.898768687,0.93561323
BytecodeHelper.unbox,0.86911071,0.856903566,0.802014843,0.870865531,0.869554751,0.855766464
QueueContainer.getItemQueue,0.919514343,0.928462685,0.945064922,0.921271111,0.909101887,0.922855631
InputGateMetrics.refreshAndGetTotal,0.997481889,0.999903714,1,0.999908991,0.997435359,1
DistributedCbowDotMessage.processMessage,0.758001315,0.683048793,0.716525339,0.720572081,0.732171874,0.702124119
MMFF94BasedParameterSetReader.readParameterSets,0.773764939,0.780283079,0.490523814,0.809550534,0.780983184,0.758719094
RPC.getProtocolProxy,0.930735269,0.949808002,0.962238825,0.994778637,0.930492365,0.929489782
Mopac7Writer.write,0.598624179,0.887911429,0.75756119,0.873126889,0.900613085,0.889059993
IonizationPotentialTool.getDTBondF,0.984792291,0.988646219,0.944680835,0.987375926,0.988031395,0.975202421
ArabicShaping.shape,0.839087351,0.913286308,0.885447945,0.807230885,0.875593295,0.79564589
spectralnorm.MultiplyAv,0.873744613,0.873362281,0.873702553,0.873646774,0.874382461,0.873974906
RotatedLatLon.latLonToProj,0.966213501,0.847698691,0.842403954,0.841043437,0.962728946,0.856935908
QuadTo.points,0.740166583,0.633843653,0.802823777,0.669907329,0.733432236,0.635664248
JoinOperationFactory.create,0.971156688,0.975481081,0.979184899,0.979713713,0.98272114,0.974618274
DateUtil.beginOfWeek,0.991228179,0.992018659,0.961226016,0.992133612,0.992153316,0.991575671
ClusterManagerAvailabilityChecker.getPJTClient,0.897915893,0.933008216,0.932571404,0.944118976,0.89372108,0.938611768
CmsDetailPageTable.copy,0.849869529,0.844496416,0.913961679,0.961766752,0.84915498,0.844761742
OptionsCertificatePanel.getPanelCertificate,0.854255669,0.801234719,0.787515587,0.82109924,0.879407226,0.816176215
SemanticPredicates.isFollowingArgumentsOrClosure,0.782657072,0.806673089,0.807893487,0.835234603,0.793733347,0.803280956
VelocityTemplate.loadEncoding,0.904574135,0.83794671,0.864687146,0.899703171,0.908409143,0.892569384
Aggregation.addDatasetScan,0.753822028,0.78311411,0.736441074,0.777156627,0.732568994,0.828293738
CmsContainerpageController.circleContainerEditLayers,0.743206522,0.792731166,0.838249641,0.878592984,0.744109154,0.843841804
MoSSOutputFormat.matches,0.901708383,0.912869505,0.886013383,0.871459914,0.898705959,0.954963844
NonFlatRStarTree.bulkLoad,0.921235134,0.906347255,0.941801998,0.955470853,0.938610884,0.950217543
Int2ObjectHashMap.computeIfAbsent,0.887871436,0.988183295,0.993792762,0.792867729,0.887944124,0.993916636
RectangleArranger.get,0.959294446,0.959385512,0.959855531,0.947396861,0.949708445,0.95987198
BytecodeInterface8.objectArraySet,0.962110493,0.990769901,0.97096149,0.961763223,0.960977055,0.990653611
LongValueArray.compareTo,0.999911551,0.999925031,0.999874356,0.710971439,1,0.999929533
Word07Writer.flush,0.85285141,0.826198266,0.837891582,0.862358552,0.840172801,0.851280848
BeanTable.getToolTipText,0.912914324,0.897517742,0.896132448,0.906779353,0.895139325,0.929621572
MapRFileSystem.getCLDBLocations,0.922287969,0.934921627,0.899706075,0.934780577,0.927506348,0.953725722
RuntimeUtil.getResultLines,0.994922409,0.995348255,0.995355138,0.905277702,0.995257662,0.995339272
GlobalizationPreferences.setTimeZone,0.999903413,0.999868974,0.999900387,0.999880817,1,0.999904545
FileCache.getInfo,0.976966629,0.976964329,0.976554427,0.976822215,0.97647421,0.968108064
AbstractQueryCacheEndToEndConstructor.createUnderlyingQueryCache,0.894443454,0.865280148,0.930453377,0.901344698,0.852656064,0.924182781
PROCLUS.evaluateClusters,0.881143927,0.937525277,0.92046363,0.919189987,0.899984049,0.871322902
CmsADEConfigData.internalGetFunctionReferences,0.892509705,0.943676987,0.965013011,0.956008297,0.914625121,0.91472119
CachingGroovyEngine.eval,0.940722362,0.953115974,0.947905509,0.96957058,0.916277084,0.992946767
DFSClient.methodBasedSaveNamespace,0.849580593,0.950487567,0.984523378,0.933723816,0.893618606,0.976867857
NetcdfDataset.enhance,0.864102402,0.915108877,0.873896321,0.86273851,0.905112571,0.895312835
GroovyClassLoader.isSourceNewer,0.905440592,0.885946613,0.883862753,0.907080327,0.863807617,0.848712839
Evaluation.falseNegativeRate,0.96376316,0.962268134,0.979867053,0.965319708,0.963386016,0.960343192
BitsUtil.cardinality,0.97791173,0.995312468,0.953339829,0.992147121,0.96233126,0.963001016
ColorLab.srgbToLab,0.865118032,0.874663003,0.870830953,0.882629071,0.864807019,0.886232649
Stylesheet.getImport,0.89031357,0.999899509,0.995699444,1,0.890487436,0.995759165
JavacParser.enumBody,0.897604106,0.948925894,0.884899068,0.971162686,0.898642792,0.894825371
AbstractDatabaseConnection.invokeStreamFilters,0.865097012,0.881323839,0.828772414,0.898886917,0.874253752,0.838944873
ZipUtil.getZipOutputStream,0.971021905,0.952955287,0.959167206,0.971125792,0.971125792,0.953371171
RepresentativeUncertainClustering.run,0.706577093,0.794135829,0.724162103,0.807023447,0.763301754,0.824213472
X509CRLSelector.cloneAndCheckIssuerNames,0.733613438,0.710457278,0.702724897,0.774524685,0.748699417,0.757429075
ConvolutionUtils.cnn2dMaskReduction,0.926264669,0.918462632,0.923813677,0.915103673,0.917823821,0.914624995
DetailView.refresh,0.776342184,0.825693516,0.794367511,0.832572452,0.780547224,0.771670279
BeanCopier.valueProviderToBean,0.884245997,0.892106566,0.885727845,0.891901599,0.89831144,0.869888191
DDS.checkSemantics,0.927025577,0.963163617,0.78928912,0.941902167,0.928230842,0.924162148
QrCodeDecoderImage.computeBoundingBox,0.911617123,0.87156189,0.88337235,0.894473444,0.906662635,0.876942085
StandardScaler.transform,0.787659601,0.792595998,0.827787532,0.6894727,0.792410471,0.809289101
CmsStringUtil.getPathComponents,0.82742947,0.848935153,0.83941947,0.867898323,0.827794616,0.913608675
DragableArea.disableStart,0.999842273,0.999900866,0.999876913,0.999876913,0.999813157,0.999896889
FastDatePrinter.parsePattern,0.816657615,0.738046859,0.873923956,0.891310443,0.758876078,0.939142248
Broadcast.max,0.996263638,0.989444076,0.996122494,0.886946948,1,0.985487617
FileSystem.globPathsLevel,0.933446391,0.966654409,0.949613906,0.919609438,0.904926161,0.955258049
AlertAddDialog.getBtnCancel,0.962306511,0.961850057,0.930546139,0.978434886,0.961300601,0.961983897
SchedulerForType.matchNodeForSession,0.851321126,0.863491821,0.850456161,0.926117677,0.847582904,0.891578378
CmsDefaultXmlContentHandler.addCheckRule,0.806668831,0.802634626,0.803555821,0.908669471,0.806350973,0.813479021
ProxyThread.isProxyAddress,0.779528569,0.844483982,0.742095404,0.870727175,0.801394638,0.749043824
CASH.initHeap,0.843801501,0.828517939,0.82796844,0.852620669,0.83286488,0.784733978
BaseStatusStorage.getState,0.976638412,0.951480553,0.977776071,0.871556641,0.977121333,0.977047831
ClassWriter.writeFlagAttrs,0.999879695,0.999879695,0.999931772,0.925790926,0.999916519,0.999891425
GempakGridServiceProvider.initTables,0.98429329,0.995846282,0.99613964,0.996023207,0.984040954,0.983356561
IPAddressUtil.textToNumericFormatV4,0.920632297,0.963282058,0.946834808,0.940086603,0.945806374,0.926879353
CmsRemovedElementDeletionDialog.getDialogButtons,0.750774035,0.942129047,0.776693885,0.94154725,0.820366905,0.830673977
HttpMethodDirector.isAuthenticationNeeded,0.898505524,0.901621223,0.842687335,0.887581742,0.897874414,0.903367829
DescribePointBinaryCompare.process,0.908431494,0.904199706,0.885196591,0.930967021,0.914103359,0.893535659
JavacProcessingEnvironment.doProcessing,0.813298304,0.789669993,0.81833513,0.823723168,0.865785566,0.732533122
ICUResourceBundle.getAliasedResource,0.841708881,0.834915059,0.833822092,0.849701413,0.860698867,0.849822562
FreeVarCollector.addFreeVar,0.901607949,0.903757968,0.8904322,0.902596386,0.902697422,0.872743148
SameDiff.addOutgoingFor,0.901586718,0.998959168,0.998897162,0.890991309,0.871313761,0.998987106
NodeMap.remove,0.987499912,0.989767572,0.989670706,0.936108525,0.987369396,0.984457423
TableExportAction.getRowCells,0.944469862,0.968548872,0.957283124,0.966853499,0.941554148,0.907163397
NeuralNetConfiguration.fromYaml,0.993405034,0.987038179,0.981557776,0.936427832,0.964848047,0.948404713
MultipartRequestInputStream.skipToBoundary,0.829053661,0.9291331,0.974462764,0.994936017,0.832618254,0.853548494
NumberUtil.parseInt,0.99851046,0.998368262,0.998535475,0.99835406,0.998582086,0.998479126
CmsDisplayResource.getHistoricalResourceContent,0.918206554,0.92942646,0.917738188,0.877082139,0.918262845,0.914646177
Polarizability.getKJPolarizabilityFactor,0.807399309,0.823923132,0.870568311,0.833437675,0.898392158,0.805519798
PassiveScannerList.getScanner,0.974251231,0.972229217,0.980315342,0.98458606,0.978395556,0.993024391
ClassNode.getDeclaredConstructor,0.984066258,0.984051988,0.9838819,0.983852757,0.983922754,0.9834552
CmsUserQueryBuilder.getSortExpression,0.837112375,0.776732231,0.895005724,0.853391412,0.883289424,0.853563727
DefaultAddressPicker.skipInterface,0.945968753,0.926859465,0.942864894,0.952904952,0.958023585,0.926703252
PruneStructureFromSceneProjective.pruneObservationsByErrorRank,0.948692115,0.962545435,0.958494326,0.958520271,0.946509058,0.944927448
CmsAjaxLinkGallery.buildJsonItemSpecificPart,0.807862288,0.835252068,0.787551295,0.778748994,0.881751612,0.827026864
BlockInlineChecksumReader.getGenStampAndChecksumFromInlineChecksumFile,0.923276506,0.926870825,0.918564735,0.958782747,0.914866229,0.956493131
AnnotationTypeRequiredMemberWriterImpl.addNavDetailLink,0.995322738,0.99545189,0.995414115,0.907685774,0.969817342,0.995400042
BlurImageOps.median,0.920521624,0.911652168,0.942331524,0.943384293,0.924483982,0.903191397
Security.getAlgorithmProperty,0.869296659,0.862874922,0.901387641,0.845402071,0.859443309,0.843141524
Node.breadthFirst,0.999895309,0.863499342,1,0.999901734,0.999954573,0.996079536
ConnectionMatrix.getMatrix,0.964253314,0.900059965,0.903071708,0.924477357,0.966656115,0.896222523
CompileStack.getNamedBreakLabel,0.930263515,0.940700067,0.924294368,0.947864728,0.842038786,0.937937058
HarFileSystem.listStatus,0.932296072,0.914571031,0.827076488,0.931371165,0.924503403,0.932806921
A_CmsUploadDialog.addClickHandlerToCheckBox,0.92086549,0.909057849,0.92626164,0.962104881,0.935797644,0.949662126
PolicyInfo.getSrcPathExpanded,0.85779717,0.910481399,0.815474398,0.844158012,0.83104222,0.788267768
TypeExtractionUtils.checkAndExtractLambda,0.94734743,0.929724681,0.940433315,0.948874054,0.957290882,0.953042585
ProjectiveInitializeAllCommon.initializeProjective3,0.878244965,0.915871004,0.851342345,0.897951303,0.900144603,0.849525118
ZooKeeperUtils.createLeaderElectionService,0.955186395,0.953203674,0.950930295,0.86086909,0.953092697,0.95005476
StaticTypeCheckingVisitor.adjustData,0.872561379,0.74916631,0.81260642,0.835647808,0.869678413,0.685203211
ClientPartitionServiceImpl.processPartitionResponse,0.882118312,0.879098162,0.88617772,0.873655014,0.835531301,0.866932348
AbstractMap.putAll,0.665494651,0.641433789,0.642367992,0.594892187,0.666186432,0.641362514
Sudoku.main,0.903672825,0.935091669,0.9333221,0.928724855,0.9086986,0.925359473
HarFileSystem.fixBlockLocations,0.919612308,0.937700292,0.931801869,0.904509788,0.92271397,0.918591648
Handover.produce,0.908669901,0.893095933,0.906478401,0.884790915,0.873653915,0.843280357
DataStream.printToErr,0.999913216,0.999873871,0.999882308,0.989994568,0.999869975,0.999864973
CmsPreviewService.readResourceFromCurrentOrRootSite,0.933892769,0.938445567,0.940054011,0.948867695,0.9337706,0.939026775
DoStuffFromPairwiseGraph.findCommonTracks,0.821321689,0.839441304,0.880153764,0.867446123,0.848776683,0.80733054
CmsExtractionResultCache.cleanCache,0.879402016,0.894583697,0.860806805,0.898298721,0.868955383,0.879796034
ErfcStddevWeight.getWeight,0.944593823,0.944847331,0.908133115,0.943963293,0.949825628,0.940367997
ClassGenericsUtil.instantiateGenerics,0.852492696,0.854391333,0.882103059,0.845196142,0.851462381,0.851873626
ArrayUtils.copyWithoutNulls,0.901288874,0.917579694,0.910852705,0.924838416,0.898495319,0.896926525
RestApiFilter.getEndpointGroup,0.875934219,0.827233625,0.927614468,0.927479399,0.905955151,0.92383479
LightWeightHashSet.clear,0.953728614,0.922288145,0.956245442,0.95780592,0.964841588,0.961440566
NetUtil.getNetworkInterfaces,0.897199009,0.872351849,0.919556931,0.928514704,0.896509607,0.89319676
StringUtils.byteToHexString,0.916713777,0.920279822,0.915803759,0.927393756,0.918217413,0.924654159
IOUtils.cleanup,0.952177313,0.929569531,0.961151453,0.964400459,0.952405505,0.991337138
CatGenConfigMetadataFactory.createDatasetSourceElement,0.959805346,0.935670679,0.953245005,0.942536287,0.955627004,0.914831095
ProjectionImpl.projToLatLon,0.907443255,0.923988707,0.962548888,0.943073619,0.882272703,0.976645657
ClientBwListConfigHandler.handleConfig,0.893718692,0.821924034,0.870355145,0.923544976,0.89661908,0.840146961
GraphLoader.loadUndirectedGraphEdgeListFile,0.937596883,0.967643136,0.974556666,0.990558743,0.935550354,0.968746526
ResultPartition.addBufferConsumer,0.904405458,0.938014521,0.91783658,0.915278331,0.896078752,0.933469449
Nc4Cursor.getOffset,0.966926042,0.961112565,0.968379313,0.855104996,0.967067317,0.947634632
DFSInputStream.readFullyScatterGather,0.741423374,0.785001371,0.761344351,0.795708138,0.768417835,0.760792851
MkCoPDirectoryEntry.writeExternal,0.999869065,0.999910928,0.999882877,1,0.999920218,0.999918334
DuplicatingCheckpointOutputStream.closeAndGetSecondaryHandle,0.876526249,0.901965248,0.867236374,0.924630105,0.872967552,0.87768495
MathUtils.vectorLength,0.930699434,0.934751218,0.939703969,0.978730485,0.930182268,0.92982286
JavaTokenizer.lexError,0.869829526,1,0.977331615,0.976483715,0.870839413,0.99988931
DocumentImpl.getUserDataMapForRead,0.96586697,0.965896129,0.990786597,0.991205704,0.991248876,0.9908639
FileReaderSource.getReader,0.731226808,0.632582161,0.692409909,0.854395744,0.47840178,0.8651591
A_CmsImportExportUserDialog.init,0.840495901,0.824458121,0.912933202,0.871811763,0.784616566,0.878161567
SerializationUtil.writeCollection,0.9999345,0.999913498,0.999854047,0.9998944,0.999898794,0.999880364
SocketOutputStream.transferToFully,0.780331059,0.887097327,0.830371109,0.85056704,0.803116023,0.891900709
ParosTableParam.insert,0.95529671,0.959275121,0.871599283,0.937222534,0.871395531,0.955973406
FileUtil.del,0.904985955,0.917068763,0.917324575,0.957865586,0.912518468,0.999892283
Balancer.waitForMoveCompletion,0.750808595,0.881505527,0.721684061,0.780771552,0.759380808,0.797415642
QrCodeDecoderBits.checkPaddingBytes,0.7935828,0.821419837,0.852767895,0.843108401,0.843553623,0.824704155
ConfigSiftScaleSpace.createPaper,0.971619547,0.911483442,0.978285984,0.984821718,0.974460118,0.977266753
ApiUtils.getContextByName,0.937862185,0.93718099,0.978278239,0.978749113,0.937684702,0.943654056
PackageDocImpl.documentation,0.896903913,0.979598346,0.859163681,0.980739754,0.882763879,0.975693988
LinkFactory.getLink,0.94366285,0.916348706,0.892469971,0.9360686,0.929590576,0.918137518
AddOn.canRunInJavaVersion,0.893692108,0.8860755,0.896293838,0.894662272,0.882701077,0.869940795
NioGroovyMethods.deleteDir,0.985459247,0.974663801,0.918086386,0.977292841,0.985071632,0.977419098
Net.inet4AsInt,0.91203378,0.892750502,0.88947403,0.891183867,0.890793792,0.892518471
DescriptorDistance.correlation,0.998780135,0.994120271,0.937320854,0.993365551,0.998935676,0.979367948
CoronaConf.getPoolInfo,0.877930538,0.906814201,0.905325362,0.861890398,0.919337049,0.852073041
CmsPublishRelationFinder.removeNestedItemsFromTopLevel,0.949440942,0.924014524,0.890358428,0.912561253,0.940668412,0.933382005
CmsVfsConfiguration.addFileTranslation,0.999902285,1,0.999868926,0.999853112,0.999867582,0.999861595
SqlValidatorImpl.validateGroupByItem,0.978191283,0.978433354,0.979888732,0.978279202,0.978288338,0.950060993
ElementKindVisitor6.visitPackage,0.990939796,0.980076279,0.97143337,0.83900644,0.980285331,0.980393547
MongoDS.buildMongoClientOptions,0.911613031,0.903651769,0.705170902,0.906838321,0.912557687,0.88694677
DefaultGroovyMethods.times,0.836851659,0.952677796,0.954808847,0.96771124,0.803644991,0.933614817
JavacParser.typeArgument,0.959466271,0.938962937,0.920844776,0.943369763,0.962118964,0.938110601
AbstractContainerCollector.destroy,0.933602664,0.935151337,0.932570971,0.921118126,0.933636501,0.929351451
ImplPyramidOps.scaleImageUp,0.932959326,0.933457114,0.875624912,0.777924146,0.922233041,0.971422113
JDBCAppendTableSinkBuilder.build,0.92091326,0.8933711,0.914016706,0.890787716,0.887821437,0.893002068
ConvolutionUtils.cnn1dMaskReduction,0.835651083,0.861982586,0.843021235,0.88299082,0.856412872,0.882182816
WindowConverter.asExampleMatrix,0.882506313,0.893264024,0.903800748,0.898707295,0.881721568,0.894886041
SplitNumberVectorFilter.getInputTypeRestriction,0.816372507,0.788851946,0.78496963,0.744956801,0.837473808,0.785038321
CDKOWLReader.read,0.838090835,0.857369327,0.830435192,0.807040045,0.826407837,0.868277984
BondPartialSigmaChargeDescriptor.getParameterType,0.984527321,0.999861292,0.999830827,0.753216506,0.999882879,0.984393861
AccumulatorHelper.mergeInto,0.934834744,0.917204669,0.915136204,0.922789897,0.916639473,0.913688459
SqlUtil.clobToStr,0.973194218,0.970057347,0.975595847,0.973055366,0.972585094,0.930175736
BindableASTTransformation.addPropertyChangeSupport,0.921549395,0.926026707,0.923015653,0.938079469,0.889229359,0.943800934
KerasSpatialDropout.getOutputType,0.999833674,0.997719789,0.999929816,0.964572304,0.999904172,0.997741046
AbstractServerBase.shutdownServer,0.920765564,0.90338304,0.90175041,0.891811428,0.911625553,0.860521815
PortFile.waitForValidValues,0.865205223,0.888906758,0.904467062,0.933765597,0.862951902,0.891446565
QueryCapability.appendErrorMessage,0.879283336,0.842702664,0.886498751,0.862829821,0.862457492,0.90979578
EvaluateSimplifiedSilhouette.centroids,0.914549738,0.927901513,0.920820628,0.920217332,0.96026457,0.940238414
ProteinPocketFinder.readBioPolymer,0.889863674,0.941714743,0.904490892,0.964003032,0.930478963,0.891102852
CDKMCS.queryAdjacency,0.933142613,0.921240955,0.897443319,0.93719027,0.979115548,0.930522411
JavaScriptScanner.htmlAttrs,0.92633864,0.922685411,0.917536324,0.92764988,0.936003026,0.921262053
DocEnv.getAnnotationTypeElementDoc,0.999921914,0.998855199,0.9999067,0.945710097,0.999891448,0.937911238
IO.readContents,0.941195568,0.909791777,0.897752541,0.927144468,0.99989414,0.910291407
CDKMCS.getMaximum,0.865817426,0.900044219,0.894816063,0.91612869,0.866438739,0.888298638
OutputProperties.getQNameProperty,0.951041566,0.989189316,0.972192166,0.963943327,0.986463133,0.949611256
BlockPlacementPolicyConfigurable.chooseRemoteRack,0.936066672,0.941836773,0.919105186,0.936460749,0.953890374,0.937181602
CmsModuleConfiguration.initializeFinished,0.732498913,0.731510505,0.732498913,0.783895694,0.792273846,0.734112894
RandomAccessFile.read,0.90680808,0.914318883,0.906788032,0.917248246,0.906138314,0.912564959
ClientConfig.findFlakeIdGeneratorConfig,0.958408192,0.957783799,0.95868133,0.958425687,0.958232085,0.958425757
DapUtil.isWhole,0.977876267,0.974637423,0.983865176,0.977383448,0.979277521,0.9841937
MultiBorder.update,0.872852357,0.775158773,0.860303662,0.721689068,0.765992783,0.573205515
AveragePrecisionAtK.run,0.889577729,0.900893044,0.903417137,0.90039096,0.891185248,0.913075973
CmsDriverManager.addSubResources,0.915696753,0.871805372,0.882198497,0.904220408,0.916389792,0.874269163
OperationExpressionsUtils.extractAggregationsAndProperties,0.885924045,0.938452173,0.914555974,0.906331766,0.94257786,0.927588276
BitsUtil.invgrayI,0.869873212,0.919930272,0.841167698,0.907609846,0.869653361,0.873629368
SquareBase_to_FiducialDetector.getCenter,0.818971822,0.715658297,0.845200844,0.827447119,0.802010459,0.789233229
PairwiseImageGraph.findCameraMotions,0.981017774,0.955430041,0.955008602,0.940154666,0.956538263,0.964505818
CollUtil.newBlockingQueue,0.944231464,0.904190492,0.944601052,0.792734834,0.932438694,0.906600905
HttpHeader.parse,0.78130695,0.749260176,0.788109512,0.813111613,0.822158524,0.778054858
CollUtil.removeEmpty,0.999901344,0.999908593,0.999892007,0.999916532,0.999922885,0.999908593
BeanTable.fireBeanDataChanged,0.913857406,0.906944943,0.892511058,0.869489768,0.890069306,0.909949916
ClassLoaderUtil.loadClass,0.899171038,0.925939344,0.830696247,0.953655506,0.898889901,0.922932979
Evaluation.recall,0.991851414,0.896622789,0.992017557,1,0.991872374,0.991765972
DefaultGroovyMethods.downto,0.92873956,0.967270824,0.961806912,0.958576211,0.929713384,0.967268344
UCaseProps.isFollowedByMoreAbove,0.908202355,0.934185322,0.639895918,0.893052382,0.879641055,0.989585089
SIS.info,0.776215572,0.818411761,0.804098041,0.807802695,0.779764823,0.762505344
CmsDataViewParams.createViewInstance,0.931732549,0.925427226,0.927341279,0.968414699,0.935097422,0.924533833
BidiWriter.doWriteForward,0.946369241,0.925650175,0.894074814,0.951356822,0.942523121,0.919257352
CompilerConfiguration.isIndyEnabled,0.925130652,0.92008353,0.932212609,0.925560264,0.92237994,0.924570412
BioPolymer.getMonomerCount,0.952763522,0.952913001,0.907242767,0.914366425,0.648905123,0.913124966
Main.doJarFile,0.896033812,0.929431146,0.828198883,0.828975072,0.907218983,0.901303538
AddOn.setLoadedAscanrules,0.999865852,0.999924464,0.999884877,0.99990617,0.99993211,0.999917602
SameDiff.initializeTraining,0.875050451,0.891080933,0.876943864,0.901673741,0.896828574,0.877537243
CmsResourceTypeStatResultList.addResult,0.815695963,0.801827202,0.816627031,0.815968159,0.811833319,0.89912128
SourceText.getNormalizedColumn,0.891874709,0.884771289,0.885145404,0.850994309,0.891768737,0.853022443
GradientToEdgeFeatures.nonMaxSuppressionCrude4,0.995377623,0.99463384,0.985445787,0.976141595,0.995226375,0.988308333
YarnHighAvailabilityServices.forYarnTaskManager,0.973976753,0.932266336,0.971523292,0.971368375,0.973162881,0.974939763
VTimeZone.writeZonePropsByDOW_GEQ_DOM_sub,0.874981091,0.897190257,0.852603992,0.90733166,0.867159274,0.934095276
SqlTableContext.deleteAllDataForContext,0.99749271,0.99736379,0.995331634,0.968483596,0.997556178,0.99754525
DefaultGroovyStaticMethods.sleepImpl,0.885248442,0.922420645,0.884395865,0.943093908,0.884945316,0.879226495
CmsXmlEntityResolver.initialize,0.784313579,0.85802074,0.87849133,0.798820283,0.857965974,0.909041028
Groovyc.setClasspath,0.999890621,0.999930303,0.999856168,0.999868852,0.999888179,0.963122769
StreamHandler.isLoggable,0.876619307,0.877169678,0.87565157,0.835046647,0.876166708,0.876971806
DFSUtil.byteArray2String,0.921620083,0.927996492,0.89962073,0.92660432,0.921283393,0.909438217
NCdumpW.print,0.854756183,0.87339684,0.851208105,0.882633571,0.868300986,0.93168945
BookKeeperJournalMetadataManager.verifyEditLogLedgerMetadata,0.909155656,0.964501674,0.96141179,0.920492046,0.891246793,0.968293771
DapController.senderror,0.887969646,0.851997215,0.893661047,0.897924404,0.812858816,0.858205691
PackageDocImpl.errors,0.999929394,0.999933955,0.999934226,0.339300801,0.999926163,0.999914946
SM2Engine.xor,0.905013373,0.998211458,0.998163535,0.985634801,0.918376165,0.99820511
CounterMap.totalSize,0.839951022,0.788640882,0.795913928,0.907715476,0.948041198,0.795767403
ClassUseWriter.addClassList,0.791847146,0.733864497,0.793072102,0.796801508,0.788883798,0.653526254
JavacTaskImpl.handleFlowResults,0.922203037,0.896546593,0.9383249,0.905730612,0.932417384,0.947875282
BaseShapeInfoProvider.createShapeInformation,0.981817061,0.921444397,0.929945942,0.929945942,0.996089223,0.92994751
Text.charAt,0.940002264,0.945456393,0.857390016,0.864194463,0.912776315,0.915021347
JarHandlerUtils.tokenizeArguments,0.956467789,0.96854795,0.97139665,0.964463292,0.953580971,0.960885996
WorkbenchPanel.createSelectPanelsSplit,0.896345127,0.883923277,0.921247876,0.947312464,0.923105055,0.90468373
Util.normalizeDriveLetter,0.842399157,0.879892155,0.850277392,0.940124159,0.843725467,0.838189566
ClientStateListener.awaitDisconnected,0.984948177,0.992505772,0.98156087,0.98191903,0.978530778,0.988116793
BenchmarkDataSetIterator.next,0.901467294,0.899477842,0.948902567,0.941914882,0.899395915,0.958038462
PreJava2GroovyConverter.visitJavaArrayInit,0.800168598,0.794384145,0.799371283,0.834409186,0.815211307,0.813306777
CmsLinkSelector.setInternal,0.913139613,0.954955441,0.920341494,0.930162109,0.910530332,0.953996682
Mean.newArray,1,1,0.998334364,0.99989731,0.997834868,0.99786296
CachedSAMClass.coerceToSAM,0.844782244,0.878022797,0.858369199,0.939511164,0.841031264,0.850802343
AbstractUdfOperator.setBroadcastVariable,0.930394706,0.961089909,0.909195826,0.939110508,0.929710112,0.948603559
JournalSet.checkJournals,0.934887571,0.924866642,0.932264802,0.928091952,0.928500619,0.870423666
GroupedMap.containsValue,0.99991553,0.99993472,0.999898591,0.999900035,1,0.999892458
PojoSerializer.getRegisteredSubclassesFromExecutionConfig,0.937167229,0.940784104,0.939219663,0.943292823,0.932753308,0.910489784
SessionNotificationCtx.write,0.973791997,0.971148965,0.973504753,0.973219955,0.974427847,0.973783756
FactoryKernel.table1D_F32,0.964694096,0.976613682,0.979854745,0.994629122,0.964391082,0.99448573
GammaDistribution.gammaQuantileNewtonRefinement,0.919080876,0.896790287,0.887163809,0.912654374,0.949307062,0.937591437
URLImpl.isValidProtocol,0.972710776,0.967083718,0.97233825,0.968203167,0.97237079,0.974167632
Snowflake.nextId,0.800590684,0.941739846,0.915666481,0.921389797,0.796732803,0.905065333
MessageWriter.scheduleWrite,0.748708824,0.754641703,0.797944335,0.94876009,0.731725876,0.907785545
ChemFileManipulator.getAllChemModels,0.977670316,0.966355026,0.981704742,0.978329797,0.968510418,0.985417216
GempakSoundingIOSP.fillNCFile,0.823244506,0.860034044,0.823129258,0.972161207,0.823827805,0.959666735
CollUtil.distinct,0.929792862,0.931467246,0.930084517,0.941737389,0.930566211,0.929792862
QrPose3DUtils.setLensDistortion,0.984697459,0.984870375,0.984540591,0.955007095,0.984650477,0.984826148
DDS.resolveAlias,0.8963434,0.871899648,0.918439735,0.928471931,0.930586366,0.915907134
AtomContainer.getBond,0.999918931,1,0.999912847,0.944464626,0.999909058,0.996220068
CsvParser.nextRow,0.872015315,0.906945512,0.824184957,0.89797529,0.878240797,0.854850028
ClassReader.readTypeParams,0.863654785,0.822071769,0.756149048,0.920382392,0.791475483,0.870616717
SLINK.step2primitive,0.906814781,0.91181676,0.91181676,0.963430811,0.905911032,0.885746474
ProgramElementDocImpl.modifiers,0.9673715,0.937816118,0.965261245,0.911259543,0.970363516,0.964447254
ImageSelectorAndSaver.process,0.786619544,0.792695583,0.791613691,0.826756693,0.907063298,0.800878327
ClassUtil.isBasicType,0.960860257,0.994464978,0.994852279,0.994437894,0.964280926,0.994672209
